FullDelayS
0.0436742
0.095712
0.154909
0.204222
0.293636
0.6344
0.0407593
0.0996297
0.13136
0.354615
0.597804
0.34968
0.239583
0.276387
0.5677949999999999
0.038294999999999996
0.16833299999999998
0.160776
0.27726999999999996
0.255643
0.231329
0.0984361
0.0863462
0.12718
0.270401
0.260861
0.178137
0.582655
0.233997
0.764396
0.09843610000000001
0.0863462
0.12718
0.270401
0.260861
0.178137
0.582655
0.23399699999999998
0.764396
0.0407593
0.0996297
0.13136
0.354615
0.597804
0.34968
0.239583
0.276387
0.5677949999999999
0.038294999999999996
0.16833299999999998
0.160776
0.27726999999999996
0.255643
0.231329
0.0984361
0.0863462
0.12718
0.270401
0.260861
0.178137
0.582655
0.233997
0.764396
0.043674199999999996
0.095712
0.154909
0.20422200000000001
0.293636
0.6344
0.038295
0.16833299999999998
0.160776
0.27727
0.255643
0.231329
0.038294999999999996
0.16833299999999998
0.160776
0.27726999999999996
0.255643
0.231329
0.0436742
0.095712
0.154909
0.204222
0.293636
0.6344
0.09843610000000001
0.0863462
0.12718
0.270401
0.260861
0.178137
0.582655
0.23399699999999998
0.764396
0.038295
0.16833299999999998
0.160776
0.27727
0.255643
0.231329
0.0407593
0.0996297
0.13136
0.354615
0.597804
0.34968
0.239583
0.276387
0.5677949999999999
0.0984361
0.0863462
0.12718
0.270401
0.260861
0.178137
0.582655
0.233997
0.764396
0.09843610000000001
0.0863462
0.12718
0.270401
0.260861
0.178137
0.582655
0.23399699999999998
0.764396
0.038295
0.16833299999999998
0.160776
0.27727
0.255643
0.231329
0.0407593
0.0996297
0.13136
0.354615
0.597804
0.34968
0.239583
0.276387
0.5677949999999999
